workbook_row_id,resolution_id,execution_id,import_row_id,organization_seed,source_type,search_query_1,search_query_2,search_query_3,search_query_4,resolved_source_url,resolved_source_title,resolved_organization_name,resolved_contact_page_url,resolved_contact_route,resolved_contact_route_type,resolved_contact_person_or_role,evidence_note,founder_review_notes,resolution_status
BD_RESOLUTION_WORKBOOK_0069,BD_SOURCE_RESOLUTION_0069,IMPORT_EXEC_0069,BD_SOURCE_IMPORT_ROW_000069,Motorcycle Rally Organizers,PUBLIC_EVENT_SOURCE,Motorcycle Rally Organizers official website,Motorcycle Rally Organizers training division contact,Motorcycle Rally Organizers law enforcement training contact,Motorcycle Rally Organizers public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0070,BD_SOURCE_RESOLUTION_0070,IMPORT_EXEC_0070,BD_SOURCE_IMPORT_ROW_000070,VFW Posts,PUBLIC_VETERAN_SOURCE,VFW Posts official website,VFW Posts training division contact,VFW Posts law enforcement training contact,VFW Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0071,BD_SOURCE_RESOLUTION_0071,IMPORT_EXEC_0071,BD_SOURCE_IMPORT_ROW_000071,American Legion Posts,PUBLIC_VETERAN_SOURCE,American Legion Posts official website,American Legion Posts training division contact,American Legion Posts law enforcement training contact,American Legion Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0072,BD_SOURCE_RESOLUTION_0072,IMPORT_EXEC_0072,BD_SOURCE_IMPORT_ROW_000072,Combat Veteran Motorcycle Associations,PUBLIC_ASSOCIATION_SOURCE,Combat Veteran Motorcycle Associations official website,Combat Veteran Motorcycle Associations training division contact,Combat Veteran Motorcycle Associations law enforcement training contact,Combat Veteran Motorcycle Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0073,BD_SOURCE_RESOLUTION_0073,IMPORT_EXEC_0073,BD_SOURCE_IMPORT_ROW_000073,State POST Academies,OFFICIAL_STATE_SOURCE,State POST Academies official website,State POST Academies training division contact,State POST Academies law enforcement training contact,State POST Academies public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0074,BD_SOURCE_RESOLUTION_0074,IMPORT_EXEC_0074,BD_SOURCE_IMPORT_ROW_000074,Sheriff Associations,OFFICIAL_ASSOCIATION_SOURCE,Sheriff Associations official website,Sheriff Associations training division contact,Sheriff Associations law enforcement training contact,Sheriff Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0075,BD_SOURCE_RESOLUTION_0075,IMPORT_EXEC_0075,BD_SOURCE_IMPORT_ROW_000075,Police Training Conferences,PUBLIC_EVENT_SOURCE,Police Training Conferences official website,Police Training Conferences training division contact,Police Training Conferences law enforcement training contact,Police Training Conferences public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0076,BD_SOURCE_RESOLUTION_0076,IMPORT_EXEC_0076,BD_SOURCE_IMPORT_ROW_000076,Motorcycle Dealerships,PUBLIC_BUSINESS_SOURCE,Motorcycle Dealerships official website,Motorcycle Dealerships training division contact,Motorcycle Dealerships law enforcement training contact,Motorcycle Dealerships public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0077,BD_SOURCE_RESOLUTION_0077,IMPORT_EXEC_0077,BD_SOURCE_IMPORT_ROW_000077,Rider Associations,PUBLIC_ASSOCIATION_SOURCE,Rider Associations official website,Rider Associations training division contact,Rider Associations law enforcement training contact,Rider Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0078,BD_SOURCE_RESOLUTION_0078,IMPORT_EXEC_0078,BD_SOURCE_IMPORT_ROW_000078,Motorcycle Rally Organizers,PUBLIC_EVENT_SOURCE,Motorcycle Rally Organizers official website,Motorcycle Rally Organizers training division contact,Motorcycle Rally Organizers law enforcement training contact,Motorcycle Rally Organizers public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0079,BD_SOURCE_RESOLUTION_0079,IMPORT_EXEC_0079,BD_SOURCE_IMPORT_ROW_000079,VFW Posts,PUBLIC_VETERAN_SOURCE,VFW Posts official website,VFW Posts training division contact,VFW Posts law enforcement training contact,VFW Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0080,BD_SOURCE_RESOLUTION_0080,IMPORT_EXEC_0080,BD_SOURCE_IMPORT_ROW_000080,American Legion Posts,PUBLIC_VETERAN_SOURCE,American Legion Posts official website,American Legion Posts training division contact,American Legion Posts law enforcement training contact,American Legion Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0081,BD_SOURCE_RESOLUTION_0081,IMPORT_EXEC_0081,BD_SOURCE_IMPORT_ROW_000081,Combat Veteran Motorcycle Associations,PUBLIC_ASSOCIATION_SOURCE,Combat Veteran Motorcycle Associations official website,Combat Veteran Motorcycle Associations training division contact,Combat Veteran Motorcycle Associations law enforcement training contact,Combat Veteran Motorcycle Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0082,BD_SOURCE_RESOLUTION_0082,IMPORT_EXEC_0082,BD_SOURCE_IMPORT_ROW_000082,State POST Academies,OFFICIAL_STATE_SOURCE,State POST Academies official website,State POST Academies training division contact,State POST Academies law enforcement training contact,State POST Academies public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0083,BD_SOURCE_RESOLUTION_0083,IMPORT_EXEC_0083,BD_SOURCE_IMPORT_ROW_000083,Sheriff Associations,OFFICIAL_ASSOCIATION_SOURCE,Sheriff Associations official website,Sheriff Associations training division contact,Sheriff Associations law enforcement training contact,Sheriff Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0084,BD_SOURCE_RESOLUTION_0084,IMPORT_EXEC_0084,BD_SOURCE_IMPORT_ROW_000084,Police Training Conferences,PUBLIC_EVENT_SOURCE,Police Training Conferences official website,Police Training Conferences training division contact,Police Training Conferences law enforcement training contact,Police Training Conferences public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0085,BD_SOURCE_RESOLUTION_0085,IMPORT_EXEC_0085,BD_SOURCE_IMPORT_ROW_000085,Motorcycle Dealerships,PUBLIC_BUSINESS_SOURCE,Motorcycle Dealerships official website,Motorcycle Dealerships training division contact,Motorcycle Dealerships law enforcement training contact,Motorcycle Dealerships public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0086,BD_SOURCE_RESOLUTION_0086,IMPORT_EXEC_0086,BD_SOURCE_IMPORT_ROW_000086,Rider Associations,PUBLIC_ASSOCIATION_SOURCE,Rider Associations official website,Rider Associations training division contact,Rider Associations law enforcement training contact,Rider Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0087,BD_SOURCE_RESOLUTION_0087,IMPORT_EXEC_0087,BD_SOURCE_IMPORT_ROW_000087,Motorcycle Rally Organizers,PUBLIC_EVENT_SOURCE,Motorcycle Rally Organizers official website,Motorcycle Rally Organizers training division contact,Motorcycle Rally Organizers law enforcement training contact,Motorcycle Rally Organizers public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0088,BD_SOURCE_RESOLUTION_0088,IMPORT_EXEC_0088,BD_SOURCE_IMPORT_ROW_000088,VFW Posts,PUBLIC_VETERAN_SOURCE,VFW Posts official website,VFW Posts training division contact,VFW Posts law enforcement training contact,VFW Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0089,BD_SOURCE_RESOLUTION_0089,IMPORT_EXEC_0089,BD_SOURCE_IMPORT_ROW_000089,American Legion Posts,PUBLIC_VETERAN_SOURCE,American Legion Posts official website,American Legion Posts training division contact,American Legion Posts law enforcement training contact,American Legion Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0090,BD_SOURCE_RESOLUTION_0090,IMPORT_EXEC_0090,BD_SOURCE_IMPORT_ROW_000090,Combat Veteran Motorcycle Associations,PUBLIC_ASSOCIATION_SOURCE,Combat Veteran Motorcycle Associations official website,Combat Veteran Motorcycle Associations training division contact,Combat Veteran Motorcycle Associations law enforcement training contact,Combat Veteran Motorcycle Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0091,BD_SOURCE_RESOLUTION_0091,IMPORT_EXEC_0091,BD_SOURCE_IMPORT_ROW_000091,State POST Academies,OFFICIAL_STATE_SOURCE,State POST Academies official website,State POST Academies training division contact,State POST Academies law enforcement training contact,State POST Academies public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0092,BD_SOURCE_RESOLUTION_0092,IMPORT_EXEC_0092,BD_SOURCE_IMPORT_ROW_000092,Sheriff Associations,OFFICIAL_ASSOCIATION_SOURCE,Sheriff Associations official website,Sheriff Associations training division contact,Sheriff Associations law enforcement training contact,Sheriff Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0093,BD_SOURCE_RESOLUTION_0093,IMPORT_EXEC_0093,BD_SOURCE_IMPORT_ROW_000093,Police Training Conferences,PUBLIC_EVENT_SOURCE,Police Training Conferences official website,Police Training Conferences training division contact,Police Training Conferences law enforcement training contact,Police Training Conferences public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0094,BD_SOURCE_RESOLUTION_0094,IMPORT_EXEC_0094,BD_SOURCE_IMPORT_ROW_000094,Motorcycle Dealerships,PUBLIC_BUSINESS_SOURCE,Motorcycle Dealerships official website,Motorcycle Dealerships training division contact,Motorcycle Dealerships law enforcement training contact,Motorcycle Dealerships public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0095,BD_SOURCE_RESOLUTION_0095,IMPORT_EXEC_0095,BD_SOURCE_IMPORT_ROW_000095,Rider Associations,PUBLIC_ASSOCIATION_SOURCE,Rider Associations official website,Rider Associations training division contact,Rider Associations law enforcement training contact,Rider Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0096,BD_SOURCE_RESOLUTION_0096,IMPORT_EXEC_0096,BD_SOURCE_IMPORT_ROW_000096,Motorcycle Rally Organizers,PUBLIC_EVENT_SOURCE,Motorcycle Rally Organizers official website,Motorcycle Rally Organizers training division contact,Motorcycle Rally Organizers law enforcement training contact,Motorcycle Rally Organizers public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0097,BD_SOURCE_RESOLUTION_0097,IMPORT_EXEC_0097,BD_SOURCE_IMPORT_ROW_000097,VFW Posts,PUBLIC_VETERAN_SOURCE,VFW Posts official website,VFW Posts training division contact,VFW Posts law enforcement training contact,VFW Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0098,BD_SOURCE_RESOLUTION_0098,IMPORT_EXEC_0098,BD_SOURCE_IMPORT_ROW_000098,American Legion Posts,PUBLIC_VETERAN_SOURCE,American Legion Posts official website,American Legion Posts training division contact,American Legion Posts law enforcement training contact,American Legion Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0099,BD_SOURCE_RESOLUTION_0099,IMPORT_EXEC_0099,BD_SOURCE_IMPORT_ROW_000099,Combat Veteran Motorcycle Associations,PUBLIC_ASSOCIATION_SOURCE,Combat Veteran Motorcycle Associations official website,Combat Veteran Motorcycle Associations training division contact,Combat Veteran Motorcycle Associations law enforcement training contact,Combat Veteran Motorcycle Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0100,BD_SOURCE_RESOLUTION_0100,IMPORT_EXEC_0100,BD_SOURCE_IMPORT_ROW_000100,State POST Academies,OFFICIAL_STATE_SOURCE,State POST Academies official website,State POST Academies training division contact,State POST Academies law enforcement training contact,State POST Academies public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0101,BD_SOURCE_RESOLUTION_0101,IMPORT_EXEC_0101,BD_SOURCE_IMPORT_ROW_000101,Sheriff Associations,OFFICIAL_ASSOCIATION_SOURCE,Sheriff Associations official website,Sheriff Associations training division contact,Sheriff Associations law enforcement training contact,Sheriff Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0102,BD_SOURCE_RESOLUTION_0102,IMPORT_EXEC_0102,BD_SOURCE_IMPORT_ROW_000102,Police Training Conferences,PUBLIC_EVENT_SOURCE,Police Training Conferences official website,Police Training Conferences training division contact,Police Training Conferences law enforcement training contact,Police Training Conferences public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0103,BD_SOURCE_RESOLUTION_0103,IMPORT_EXEC_0103,BD_SOURCE_IMPORT_ROW_000103,Motorcycle Dealerships,PUBLIC_BUSINESS_SOURCE,Motorcycle Dealerships official website,Motorcycle Dealerships training division contact,Motorcycle Dealerships law enforcement training contact,Motorcycle Dealerships public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0104,BD_SOURCE_RESOLUTION_0104,IMPORT_EXEC_0104,BD_SOURCE_IMPORT_ROW_000104,Rider Associations,PUBLIC_ASSOCIATION_SOURCE,Rider Associations official website,Rider Associations training division contact,Rider Associations law enforcement training contact,Rider Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0105,BD_SOURCE_RESOLUTION_0105,IMPORT_EXEC_0105,BD_SOURCE_IMPORT_ROW_000105,Motorcycle Rally Organizers,PUBLIC_EVENT_SOURCE,Motorcycle Rally Organizers official website,Motorcycle Rally Organizers training division contact,Motorcycle Rally Organizers law enforcement training contact,Motorcycle Rally Organizers public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0106,BD_SOURCE_RESOLUTION_0106,IMPORT_EXEC_0106,BD_SOURCE_IMPORT_ROW_000106,VFW Posts,PUBLIC_VETERAN_SOURCE,VFW Posts official website,VFW Posts training division contact,VFW Posts law enforcement training contact,VFW Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0107,BD_SOURCE_RESOLUTION_0107,IMPORT_EXEC_0107,BD_SOURCE_IMPORT_ROW_000107,American Legion Posts,PUBLIC_VETERAN_SOURCE,American Legion Posts official website,American Legion Posts training division contact,American Legion Posts law enforcement training contact,American Legion Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0108,BD_SOURCE_RESOLUTION_0108,IMPORT_EXEC_0108,BD_SOURCE_IMPORT_ROW_000108,Combat Veteran Motorcycle Associations,PUBLIC_ASSOCIATION_SOURCE,Combat Veteran Motorcycle Associations official website,Combat Veteran Motorcycle Associations training division contact,Combat Veteran Motorcycle Associations law enforcement training contact,Combat Veteran Motorcycle Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0109,BD_SOURCE_RESOLUTION_0109,IMPORT_EXEC_0109,BD_SOURCE_IMPORT_ROW_000109,State POST Academies,OFFICIAL_STATE_SOURCE,State POST Academies official website,State POST Academies training division contact,State POST Academies law enforcement training contact,State POST Academies public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0110,BD_SOURCE_RESOLUTION_0110,IMPORT_EXEC_0110,BD_SOURCE_IMPORT_ROW_000110,Sheriff Associations,OFFICIAL_ASSOCIATION_SOURCE,Sheriff Associations official website,Sheriff Associations training division contact,Sheriff Associations law enforcement training contact,Sheriff Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0111,BD_SOURCE_RESOLUTION_0111,IMPORT_EXEC_0111,BD_SOURCE_IMPORT_ROW_000111,Police Training Conferences,PUBLIC_EVENT_SOURCE,Police Training Conferences official website,Police Training Conferences training division contact,Police Training Conferences law enforcement training contact,Police Training Conferences public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0112,BD_SOURCE_RESOLUTION_0112,IMPORT_EXEC_0112,BD_SOURCE_IMPORT_ROW_000112,Motorcycle Dealerships,PUBLIC_BUSINESS_SOURCE,Motorcycle Dealerships official website,Motorcycle Dealerships training division contact,Motorcycle Dealerships law enforcement training contact,Motorcycle Dealerships public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0113,BD_SOURCE_RESOLUTION_0113,IMPORT_EXEC_0113,BD_SOURCE_IMPORT_ROW_000113,Rider Associations,PUBLIC_ASSOCIATION_SOURCE,Rider Associations official website,Rider Associations training division contact,Rider Associations law enforcement training contact,Rider Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0114,BD_SOURCE_RESOLUTION_0114,IMPORT_EXEC_0114,BD_SOURCE_IMPORT_ROW_000114,Motorcycle Rally Organizers,PUBLIC_EVENT_SOURCE,Motorcycle Rally Organizers official website,Motorcycle Rally Organizers training division contact,Motorcycle Rally Organizers law enforcement training contact,Motorcycle Rally Organizers public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0115,BD_SOURCE_RESOLUTION_0115,IMPORT_EXEC_0115,BD_SOURCE_IMPORT_ROW_000115,VFW Posts,PUBLIC_VETERAN_SOURCE,VFW Posts official website,VFW Posts training division contact,VFW Posts law enforcement training contact,VFW Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0116,BD_SOURCE_RESOLUTION_0116,IMPORT_EXEC_0116,BD_SOURCE_IMPORT_ROW_000116,American Legion Posts,PUBLIC_VETERAN_SOURCE,American Legion Posts official website,American Legion Posts training division contact,American Legion Posts law enforcement training contact,American Legion Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0117,BD_SOURCE_RESOLUTION_0117,IMPORT_EXEC_0117,BD_SOURCE_IMPORT_ROW_000117,Combat Veteran Motorcycle Associations,PUBLIC_ASSOCIATION_SOURCE,Combat Veteran Motorcycle Associations official website,Combat Veteran Motorcycle Associations training division contact,Combat Veteran Motorcycle Associations law enforcement training contact,Combat Veteran Motorcycle Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0118,BD_SOURCE_RESOLUTION_0118,IMPORT_EXEC_0118,BD_SOURCE_IMPORT_ROW_000118,State POST Academies,OFFICIAL_STATE_SOURCE,State POST Academies official website,State POST Academies training division contact,State POST Academies law enforcement training contact,State POST Academies public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0119,BD_SOURCE_RESOLUTION_0119,IMPORT_EXEC_0119,BD_SOURCE_IMPORT_ROW_000119,Sheriff Associations,OFFICIAL_ASSOCIATION_SOURCE,Sheriff Associations official website,Sheriff Associations training division contact,Sheriff Associations law enforcement training contact,Sheriff Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0120,BD_SOURCE_RESOLUTION_0120,IMPORT_EXEC_0120,BD_SOURCE_IMPORT_ROW_000120,Police Training Conferences,PUBLIC_EVENT_SOURCE,Police Training Conferences official website,Police Training Conferences training division contact,Police Training Conferences law enforcement training contact,Police Training Conferences public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0121,BD_SOURCE_RESOLUTION_0121,IMPORT_EXEC_0121,BD_SOURCE_IMPORT_ROW_000121,Motorcycle Dealerships,PUBLIC_BUSINESS_SOURCE,Motorcycle Dealerships official website,Motorcycle Dealerships training division contact,Motorcycle Dealerships law enforcement training contact,Motorcycle Dealerships public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0122,BD_SOURCE_RESOLUTION_0122,IMPORT_EXEC_0122,BD_SOURCE_IMPORT_ROW_000122,Rider Associations,PUBLIC_ASSOCIATION_SOURCE,Rider Associations official website,Rider Associations training division contact,Rider Associations law enforcement training contact,Rider Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0123,BD_SOURCE_RESOLUTION_0123,IMPORT_EXEC_0123,BD_SOURCE_IMPORT_ROW_000123,Motorcycle Rally Organizers,PUBLIC_EVENT_SOURCE,Motorcycle Rally Organizers official website,Motorcycle Rally Organizers training division contact,Motorcycle Rally Organizers law enforcement training contact,Motorcycle Rally Organizers public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0124,BD_SOURCE_RESOLUTION_0124,IMPORT_EXEC_0124,BD_SOURCE_IMPORT_ROW_000124,VFW Posts,PUBLIC_VETERAN_SOURCE,VFW Posts official website,VFW Posts training division contact,VFW Posts law enforcement training contact,VFW Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0125,BD_SOURCE_RESOLUTION_0125,IMPORT_EXEC_0125,BD_SOURCE_IMPORT_ROW_000125,American Legion Posts,PUBLIC_VETERAN_SOURCE,American Legion Posts official website,American Legion Posts training division contact,American Legion Posts law enforcement training contact,American Legion Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0126,BD_SOURCE_RESOLUTION_0126,IMPORT_EXEC_0126,BD_SOURCE_IMPORT_ROW_000126,Combat Veteran Motorcycle Associations,PUBLIC_ASSOCIATION_SOURCE,Combat Veteran Motorcycle Associations official website,Combat Veteran Motorcycle Associations training division contact,Combat Veteran Motorcycle Associations law enforcement training contact,Combat Veteran Motorcycle Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0127,BD_SOURCE_RESOLUTION_0127,IMPORT_EXEC_0127,BD_SOURCE_IMPORT_ROW_000127,State POST Academies,OFFICIAL_STATE_SOURCE,State POST Academies official website,State POST Academies training division contact,State POST Academies law enforcement training contact,State POST Academies public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0128,BD_SOURCE_RESOLUTION_0128,IMPORT_EXEC_0128,BD_SOURCE_IMPORT_ROW_000128,Sheriff Associations,OFFICIAL_ASSOCIATION_SOURCE,Sheriff Associations official website,Sheriff Associations training division contact,Sheriff Associations law enforcement training contact,Sheriff Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0129,BD_SOURCE_RESOLUTION_0129,IMPORT_EXEC_0129,BD_SOURCE_IMPORT_ROW_000129,Police Training Conferences,PUBLIC_EVENT_SOURCE,Police Training Conferences official website,Police Training Conferences training division contact,Police Training Conferences law enforcement training contact,Police Training Conferences public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0130,BD_SOURCE_RESOLUTION_0130,IMPORT_EXEC_0130,BD_SOURCE_IMPORT_ROW_000130,Motorcycle Dealerships,PUBLIC_BUSINESS_SOURCE,Motorcycle Dealerships official website,Motorcycle Dealerships training division contact,Motorcycle Dealerships law enforcement training contact,Motorcycle Dealerships public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0131,BD_SOURCE_RESOLUTION_0131,IMPORT_EXEC_0131,BD_SOURCE_IMPORT_ROW_000131,Rider Associations,PUBLIC_ASSOCIATION_SOURCE,Rider Associations official website,Rider Associations training division contact,Rider Associations law enforcement training contact,Rider Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0132,BD_SOURCE_RESOLUTION_0132,IMPORT_EXEC_0132,BD_SOURCE_IMPORT_ROW_000132,Motorcycle Rally Organizers,PUBLIC_EVENT_SOURCE,Motorcycle Rally Organizers official website,Motorcycle Rally Organizers training division contact,Motorcycle Rally Organizers law enforcement training contact,Motorcycle Rally Organizers public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0133,BD_SOURCE_RESOLUTION_0133,IMPORT_EXEC_0133,BD_SOURCE_IMPORT_ROW_000133,VFW Posts,PUBLIC_VETERAN_SOURCE,VFW Posts official website,VFW Posts training division contact,VFW Posts law enforcement training contact,VFW Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0134,BD_SOURCE_RESOLUTION_0134,IMPORT_EXEC_0134,BD_SOURCE_IMPORT_ROW_000134,American Legion Posts,PUBLIC_VETERAN_SOURCE,American Legion Posts official website,American Legion Posts training division contact,American Legion Posts law enforcement training contact,American Legion Posts public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0135,BD_SOURCE_RESOLUTION_0135,IMPORT_EXEC_0135,BD_SOURCE_IMPORT_ROW_000135,Combat Veteran Motorcycle Associations,PUBLIC_ASSOCIATION_SOURCE,Combat Veteran Motorcycle Associations official website,Combat Veteran Motorcycle Associations training division contact,Combat Veteran Motorcycle Associations law enforcement training contact,Combat Veteran Motorcycle Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0136,BD_SOURCE_RESOLUTION_0136,IMPORT_EXEC_0136,BD_SOURCE_IMPORT_ROW_000136,State POST Academies,OFFICIAL_STATE_SOURCE,State POST Academies official website,State POST Academies training division contact,State POST Academies law enforcement training contact,State POST Academies public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
BD_RESOLUTION_WORKBOOK_0137,BD_SOURCE_RESOLUTION_0137,IMPORT_EXEC_0137,BD_SOURCE_IMPORT_ROW_000137,Sheriff Associations,OFFICIAL_ASSOCIATION_SOURCE,Sheriff Associations official website,Sheriff Associations training division contact,Sheriff Associations law enforcement training contact,Sheriff Associations public safety training contact,,,,,,,,,,AWAITING_REAL_PUBLIC_SOURCE
